Transcript length (including UTRs and CDS)	Gene name
786	SLC38A11
696	SLC38A11
452	SLC38A11
577	SLC38A11
683	SLC38A11
785	SLC38A11
9980	MYO18A
2667	MYO18A
7522	MYO18A
7504	MYO18A
5337	MYO18A
6479	MYO18A
7538	MYO18A
1442	MYO18A
1564	MYO18A
573	MYO18A
565	MYO18A
599	MYO18A
698	MYO18A
1118	MYO18A
542	MYO18A
1002	MYO18A
336	MYO18A
650	MYO18A
637	MYO18A
589	MYO18A
549	MYO18A
319	MYO18A
334	MYO18A
1168	MYO18A
261	MYO18A
2051	AMPD1
2335	AMPD1
2392	AMPD1
801	AMPD1
1693	AMPD1
1283	AMPD1
441	AMPD1
2222	SH2D6
1977	SH2D6
584	SH2D6
1551	SH2D6
1496	SH2D6
1011	SH2D6
3111	SH2D6
990	SH2D6
699	SH2D6
894	SH2D6
4662	RAF1
4615	RAF1
1586	RAF1
1734	RAF1
3191	RAF1
3251	RAF1
4972	RAF1
3906	RAF1
3588	RAF1
3187	RAF1
3171	RAF1
3034	RAF1
4273	RAF1
5593	RAF1
7152	RAF1
3198	RAF1
5552	RAF1
2808	RAF1
3129	RAF1
2899	RAF1
5746	RAF1
4704	RAF1
3073	RAF1
3141	RAF1
3140	RAF1
3079	RAF1
2983	RAF1
2877	RAF1
2506	RAF1
3413	RAF1
3031	RAF1
3261	RAF1
3037	RAF1
2944	RAF1
5400	RAF1
3641	RAF1
3215	RAF1
1614	RAF1
3798	RAF1
2077	RAF1
5001	RAF1
5175	RAF1
6107	RAF1
4402	RAF1
5062	RAF1
3104	RAF1
2752	RAF1
2866	RAF1
4974	RAF1
1174	RAF1
1958	RAF1
1594	RAF1
4000	RAF1
2650	RAF1
2102	RAF1
1356	RAF1
2084	RAF1
385	RAF1
2234	RAF1
535	RAF1
701	RAF1
801	RAF1
963	RAF1
1048	RAF1
1946	RAF1
1215	RAF1
774	RAF1
633	RAF1
659	RAF1
1098	RAF1
1248	RAF1
1429	RAF1
568	RAF1
100	MIR5001
288	RN7SL359P
3388	EIF4E2
746	EIF4E2
3469	EIF4E2
3223	EIF4E2
3525	EIF4E2
3448	EIF4E2
2550	EIF4E2
2693	EIF4E2
967	EIF4E2
1110	EIF4E2
797	EIF4E2
604	EIF4E2
681	EIF4E2
1048	EIF4E2
268	EIF4E2
4879	EIF4E2
571	EIF4E2
1542	UBE2U
1550	UBE2U
1136	UBE2U
775	UBE2U
504	UBE2U
444	UBE2U
3324	CD101
688	CD101
409	CD101
3283	CD101
3542	CD101
718	LCE1C
211	LCE1C
1901	H3-7
2616	H3-7
468	H3-7
2144	NPL
804	NPL
2369	NPL
1536	NPL
585	NPL
518	NPL
2543	NPL
359	NPL
745	NPL
2461	NPL
3027	NPL
2376	NPL
107	RNU6-997P
1309	CHAC2
84	MIR3682
2094	GPR75
7250	PSME4
6581	PSME4
1422	PSME4
3073	PSME4
548	PSME4
514	PSME4
562	PSME4
547	PSME4
886	PSME4
2715	RCC1
2686	RCC1
903	RCC1
1070	RCC1
2844	RCC1
997	RCC1
2424	RCC1
1577	RCC1
1169	RCC1
481	RCC1
1121	RCC1
538	RCC1
509	RCC1
2551	RCC1
1000	TNNT3
2034	HOXB1
1414	HOXB1
930	HOXB2
1682	HOXB2
625	HOXB2
680	HOXB-AS1
806	HOXB-AS1
414	HOXB-AS1
578	HOXB-AS1
4208	HOXB3
3301	HOXB3
1909	HOXB3
2642	HOXB3
1109	HOXB3
1525	HOXB3
1845	HOXB3
1420	HOXB3
565	HOXB3
943	HOXB3
398	HOXB3
595	HOXB3
466	HOXB3
1408	HOXC13-AS
434	HOXB-AS3
539	HOXB-AS3
741	HOXB-AS3
495	HOXB-AS3
471	HOXB-AS3
435	HOXB-AS3
309	HOXB-AS3
428	HOXB-AS3
523	HOXB-AS3
728	HOXB-AS3
421	HOXB-AS3
743	HOXB-AS3
522	HOXB-AS3
478	HOXB-AS3
431	HOXB-AS3
2816	HOXC-AS3
544	HOXC-AS3
533	HOXC-AS3
368	HOXC-AS3
2090	HOXC-AS2
504	HOXC-AS2
290	HOXC-AS1
548	HOXC-AS1
2421	HOTAIR
927	HOTAIR
572	HOTAIR
562	HOTAIR
419	HOTAIR
560	HOTAIR
747	HOTAIR
845	HOXB-AS2
2002	HOXB4
2630	
110	MIR10A
1859	HOXB5
1105	DSTNP2
820	PTMS
1381	PTMS
1162	PTMS
773	PTMS
976	PTMS
1676	HOXB6
1960	HOXB6
371	HOXB6
468	HOXB6
1363	HOXB7
528	HOXB7
478	HOXB7
502	HOXB8
2176	HOXB8
743	HOXB8
2586	HOXB9
1855	TARBP2
1368	TARBP2
916	TARBP2
1510	TARBP2
1116	TARBP2
1063	TARBP2
1493	TARBP2
576	TARBP2
954	TARBP2
759	TARBP2
992	TARBP2
668	TARBP2
557	TARBP2
1514	TARBP2
1466	TARBP2
1402	TARBP2
1132	TARBP2
1008	TARBP2
430	TARBP2
846	TARBP2
566	HOXB-AS4
214	HOXB-AS4
70	MIR196A1
1270	LINC03057
436	LINC03057
379	LINC03057
3949	ERLEC1
4188	ERLEC1
2719	ERLEC1
2463	ERLEC1
2077	ERLEC1
3317	ERLEC1
3995	ERLEC1
2759	ERLEC1
1750	ERLEC1
2070	ERLEC1
1844	ERLEC1
4690	ERLEC1
4014	ERLEC1
2714	ERLEC1
2545	ERLEC1
2289	ERLEC1
3228	ERLEC1
2471	ERLEC1
2482	ERLEC1
1603	ERLEC1
2094	ERLEC1
2454	ERLEC1
1839	ERLEC1
2168	ERLEC1
1928	ERLEC1
1925	ERLEC1
1905	ERLEC1
2102	ERLEC1
1940	ERLEC1
2279	ERLEC1
2232	ERLEC1
3783	ERLEC1
2446	ERLEC1
3267	ERLEC1
2214	ERLEC1
3933	ERLEC1
1756	ERLEC1
2271	ERLEC1
2131	ERLEC1
1003	ERLEC1
3898	ERLEC1
2084	ERLEC1
916	ASB16-AS1
2249	ASB16-AS1
1328	ASB16-AS1
754	ASB16-AS1
3206	ASB16-AS1
2024	ASB16-AS1
1853	ASB16-AS1
1827	ASB16-AS1
551	ASB16-AS1
935	ASB16-AS1
1522	ADORA2B
1875	ADORA2B
969	ZSWIM7
1264	ZSWIM7
1869	ZSWIM7
2020	ZSWIM7
1104	ZSWIM7
721	ZSWIM7
677	ZSWIM7
726	ZSWIM7
671	ZSWIM7
703	ZSWIM7
723	ZSWIM7
879	ZSWIM7
558	ZSWIM7
987	ZSWIM7
918	ZSWIM7
682	ZSWIM7
521	ZSWIM7
566	ZSWIM7
193	HMGN3P1
1902	CRNN
860	LCE5A
718	CRCT1
619	LCE3E
625	LCE3D
1490	TEKT2
1738	TEKT2
753	TEKT2
2947	SF1
3282	SF1
2850	SF1
2854	SF1
2778	SF1
3506	SF1
3094	SF1
3631	SF1
3208	SF1
2321	SF1
767	SF1
843	SF1
2317	SF1
802	SF1
1302	SF1
584	SF1
719	SF1
455	SF1
591	SF1
623	SF1
475	SF1
755	SF1
632	SF1
983	SF1
49	MIR4430
4738	RASGRP3
2144	RASGRP3
558	RASGRP3
631	RASGRP3
861	RASGRP3
688	RASGRP3
596	RASGRP3
540	RASGRP3
554	RASGRP3
557	RASGRP3
4386	RASGRP3
875	RASGRP3
4210	RASGRP3
477	RASGRP3
566	RASGRP3
548	RASGRP3
3764	RASGRP3
574	RASGRP3
1651	ADPRS
4669	COL8A2
4447	COL8A2
2036	COL8A2
1114	TRAPPC3
1336	TRAPPC3
1305	TRAPPC3
1282	TRAPPC3
2428	TRAPPC3
951	TRAPPC3
1056	TRAPPC3
221	TRAPPC3
590	TRAPPC3
715	TRAPPC3
908	TTC19
2591	TTC19
552	TTC19
1360	TTC19
3050	TTC19
636	TTC19
3075	TTC19
2801	TTC19
760	TTC19
561	TTC19
959	MAP7D1
3456	MAP7D1
3372	MAP7D1
945	MAP7D1
3238	MAP7D1
3324	MAP7D1
567	MAP7D1
776	MAP7D1
744	MAP7D1
733	MAP7D1
1797	MAP7D1
771	MAP7D1
890	MAP7D1
3442	HNF1A
2337	HNF1A
3030	HNF1A
3002	HNF1A
434	HNF1A
582	HNF1A
1649	HNF1A
1594	HNF1A
725	HNF1A
3039	HNF1A
3332	HNF1A
2014	HNF1A
762	HNF1A
922	FAM98A
583	FAM98A
4275	FAM98A
3378	FAM98A
4301	FAM98A
2299	FAM98A
2907	FAM98A
5352	FAM98A
3384	FAM98A
2860	FAM98A
3045	FAM98A
2751	FAM98A
3546	FAM98A
2818	FAM98A
7860	FAM98A
2482	FAM98A
1032	FAM98A
603	FAM98A
2963	SPSB4
1752	SPSB4
537	SPSB4
576	SPSB4
9502	NCOR1
11039	NCOR1
10964	NCOR1
10705	NCOR1
2474	NCOR1
3987	NCOR1
7950	NCOR1
1352	NCOR1
3419	NCOR1
672	NCOR1
549	NCOR1
247	NCOR1
650	NCOR1
551	NCOR1
755	NCOR1
3490	NCOR1
793	NCOR1
865	NCOR1
3106	NCOR1
614	NCOR1
1883	NCOR1
1877	NCOR1
1969	NCOR1
1848	NCOR1
983	NCOR1
406	NCOR1
1204	NCOR1
589	NCOR1
1944	BRD7P2
759	SEC22A
565	SEC22A
3401	SEC22A
1011	SEC22A
673	SEC22A
572	SEC22A
550	SEC22A
482	SEC22A
870	SEC22A
4228	SEC22A
246	ATP6V0E1P3
924	HNRNPA1P61
797	MYADML
2147	MYADML
951	MYADML
299	RN7SL113P
297	RN7SL251P
299	RN7SL126P
7556	GGCX
563	GGCX
4471	GGCX
3081	GGCX
3068	GGCX
2619	GGCX
3229	GGCX
3524	GGCX
7605	GGCX
6007	GGCX
2763	GGCX
3269	GGCX
2520	GGCX
2872	GGCX
3361	GGCX
2530	GGCX
3902	GGCX
1212	GGCX
3059	GGCX
2314	GGCX
1339	GGCX
540	GGCX
533	GGCX
600	GGCX
657	GGCX
6643	ADCY5
5110	ADCY5
5063	ADCY5
5160	ADCY5
4978	ADCY5
3962	ADCY5
3745	ADCY5
3323	ADCY5
2812	ADCY5
4158	ADCY5
718	ADCY5
2841	ADCY5
480	ADCY5
1028	ADCY5
548	ADCY5
580	ADCY5
4684	UBTF
4997	UBTF
4795	UBTF
3010	UBTF
3011	UBTF
2683	UBTF
2747	UBTF
2518	UBTF
2338	UBTF
2569	UBTF
2459	UBTF
2570	UBTF
685	UBTF
431	UBTF
674	UBTF
535	UBTF
721	UBTF
1085	UBTF
256	RN7SL131P
259	UBE2V2P4
3187	ZNF362
712	ZNF362
197	ZNF362
2936	ZNF362
495	ZNF362
1023	A3GALT2
3407	ZNF384
3266	ZNF384
3008	ZNF384
2978	ZNF384
2514	ZNF384
500	ZNF384
672	ZNF384
1286	ZNF384
797	ZNF384
1096	ZNF384
1140	ZNF384
912	ZNF384
506	ZNF384
572	ZNF384
557	ZNF384
594	ZNF384
571	ZNF384
2240	ME3
2293	ME3
1573	ME3
1776	ME3
619	ME3
1068	ME3
814	ME3
565	ME3
384	ME3
298	ME3
487	ME3
100	MIR3605
299	RN7SKP16
490	PHC2-AS1
302	RN7SL44P
434	S100A6
673	S100A6
479	S100A6
311	S100A6
573	S100A4
755	S100A4
566	S100A4
537	S100A4
513	S100A4
531	S100A4
1730	LRRC3B
489	LRRC3B
6913	LRRC3B
927	LRRC3B
1695	LRRC3B
905	LRRC3B
1551	LRRC3B
742	S100A3
579	S100A3
2827	TMPRSS7
2620	TMPRSS7
2317	TMPRSS7
617	TMPRSS7
2377	TMPRSS7
533	NLRX1
762	NLRX1
558	NLRX1
544	NLRX1
4131	NLRX1
3716	NLRX1
3744	NLRX1
2585	NLRX1
3665	NLRX1
3591	NLRX1
3747	NLRX1
3811	NLRX1
577	NLRX1
2850	NLRX1
1671	NLRX1
686	NLRX1
977	S100A2
752	S100A2
697	S100A2
453	S100A2
457	S100A2
556	S100A2
5325	KLHL29
2456	KLHL29
3043	KLHL29
6385	KLHL29
3292	LINC02371
1095	LINC02371
906	LINC02371
840	LINC02371
1146	S100A16
1172	S100A16
946	S100A16
956	S100A16
640	S100A16
1025	S100A14
1080	S100A14
1054	S100A14
1218	S100A14
494	S100A14
435	S100A14
1252	CHRD
3540	CHRD
3492	CHRD
3547	CHRD
4719	CHRD
3384	CHRD
3155	CHRD
4234	CHRD
588	CHRD
503	CHRD
568	CHRD
608	CHRD
546	CHRD
677	CHRD
560	CHRD
683	CHRD
1340	CHRD
2863	DHRS9
1917	DHRS9
1652	DHRS9
1678	DHRS9
524	DHRS9
1574	DHRS9
1044	DHRS9
1817	DHRS9
1465	DHRS9
676	CACNA1C
1842	CACNA1C
397	CACNA1C
710	S100A13
477	S100A13
514	S100A13
547	S100A13
579	S100A13
2184	S100A13
784	S100A1
2621	S100A1
522	S100A1
559	S100A1
236	S100A1
1003	SNAPIN
643	SNAPIN
922	SNAPIN
1205	SNAPIN
472	COBLL1
9367	COBLL1
9309	COBLL1
4898	COBLL1
4725	COBLL1
6332	COBLL1
4421	COBLL1
3868	COBLL1
539	COBLL1
1793	COBLL1
604	COBLL1
580	COBLL1
519	COBLL1
562	COBLL1
772	COBLL1
750	COBLL1
549	COBLL1
565	COBLL1
737	COBLL1
575	COBLL1
507	COBLL1
714	COBLL1
944	COBLL1
731	COBLL1
2544	SH3D21
5952	SH3D21
3273	SH3D21
383	SH3D21
1163	SH3D21
2043	SH3D21
2387	SH3D21
1838	SH3D21
895	SH3D21
1251	MS4A8
1163	MS4A8
1311	MS4A8
1068	MS4A8
582	MS4A8
746	MS4A8
548	MS4A8
485	MS4A8
677	MS4A8
1961	MS4A15
818	MS4A15
1536	MS4A15
2110	MS4A15
12643	TAOK1
526	TAOK1
353	TAOK1
4068	TAOK1
5557	TAOK1
564	TAOK1
4878	
4837	STK40
3846	STK40
3628	STK40
3645	STK40
681	STK40
629	STK40
900	STK40
511	STK40
445	UBE2D3P2
2311	MS4A10
104	RNU6-1301P
447	UBE2FP1
1428	HEPN1
463	RPS16P4
4919	KRAS
5430	KRAS
5306	KRAS
5420	KRAS
5287	KRAS
5187	KRAS
5101	KRAS
5075	KRAS
3630	KRAS
2721	KRAS
1042	KRAS
1163	KRAS
2957	KRAS
2937	KRAS
906	TCEA1P2
118	RNA5SP129
104	RNU6-230P
88	MIR5092
470	DUTP1
713	DNAJB6P7
64	RNU6-232P
12006	SLC1A2
4608	SLC1A2
607	SLC1A2
629	SLC1A2
5219	SLC1A2
5985	SLC1A2
5800	SLC1A2
5773	SLC1A2
6451	SLC1A2
3911	SLC1A2
3952	SLC1A2
4086	SLC1A2
4482	SLC1A2
3564	SLC1A2
3343	SLC1A2
3224	SLC1A2
2826	SLC1A2
2472	SLC1A2
2002	SLC1A2
524	SLC1A2
1872	SLC1A2
1961	SLC1A2
2138	SLC1A2
1724	SLC1A2
2379	SLC1A2
2798	SLC1A2
2218	SLC1A2
2164	SLC1A2
2159	SLC1A2
1353	SLC1A2
1690	SLC1A2
2507	SLC1A2
1540	SLC1A2
882	SLC1A2
1332	SLC1A2
1255	SLC1A2
1389	SLC1A2
1313	SLC1A2
1380	SLC1A2
1351	SLC1A2
2566	SLC1A2
1252	SLC1A2
2516	SLC1A2
735	SLC1A2
468	SLC1A2
2616	SLC1A2
180	SLC1A2
128	SLC1A2
265	SLC1A2
957	SLC1A2
554	LINC03051
1077	LINC03051
696	LINC03051
2987	FXR2
675	FXR2
462	FXR2
582	FXR2
743	FXR2
477	FXR2
565	FXR2
1184	FGD5-AS1
3792	FGD5-AS1
3818	FGD5-AS1
3754	FGD5-AS1
3770	FGD5-AS1
1916	FGD5-AS1
1630	FGD5-AS1
1874	FGD5-AS1
1527	FGD5-AS1
1255	FGD5-AS1
1006	LSM10
860	LSM10
401	LSM10
7822	SATB1
4589	SATB1
3755	SATB1
3280	SATB1
3115	SATB1
3255	SATB1
2973	SATB1
4200	SATB1
2702	SATB1
2467	SATB1
361	SATB1
551	SATB1
1739	SATB1
558	SATB1
975	SATB1
1000	SATB1
406	SATB1
939	SATB1
583	SATB1
626	SATB1
477	SATB1
579	SATB1
464	SATB1
2751	SLC15A4
2402	SLC15A4
1469	SLC15A4
1631	SLC15A4
1604	SLC15A4
761	SLC15A4
634	SLC15A4
451	SLC15A4
139	RNU4-27P
2773	IL18RAP
587	IL18RAP
1890	IL18RAP
572	IL18RAP
2302	IL18RAP
505	OSCP1
658	OSCP1
1455	OSCP1
1463	OSCP1
648	OSCP1
1381	OSCP1
989	OSCP1
403	OSCP1
321	OSCP1
709	OSCP1
767	OSCP1
281	OSCP1
3010	GLT1D1
2783	GLT1D1
3023	GLT1D1
791	GLT1D1
2233	GLT1D1
1714	GLT1D1
7317	ACOX1
706	ACOX1
775	ACOX1
388	ACOX1
2441	ACOX1
2417	ACOX1
396	ACOX1
681	ACOX1
574	ACOX1
550	ACOX1
637	ACOX1
308	ACOX1
2876	FKBP7
2545	FKBP7
2789	FKBP7
2727	FKBP7
2576	FKBP7
1103	FKBP7
1030	FKBP7
764	FKBP7
638	FKBP7
4455	FKBP7
666	FKBP7
526	FKBP7
129	SNORA63C
953	MRPS15
2127	MRPS15
533	MRPS15
1612	MRPS15
970	ITGA6
3544	ITGA6
5816	ITGA6
5686	ITGA6
5803	ITGA6
5488	ITGA6
3261	ITGA6
573	ITGA6
853	ITGA6
581	ITGA6
365	ITGA6
577	ITGA6
672	AK3P6
980	EVA1B
1054	EVA1B
2655	NLRP9P1
2271	TMEM132D-AS1
442	TMEM132D-AS1
293	TMEM132D-AS1
440	TMEM132D-AS1
531	TMEM132D-AS1
627	TMEM132D-AS1
490	TMEM132D-AS1
2036	ASCL5
543	LINC02816
444	LINC02816
1568	TMEM132D-AS2
1440	KIAA1614-AS1
2364	CD27-AS1
1132	CD27-AS1
1766	CD27-AS1
1147	CD27-AS1
1497	CD27-AS1
1759	CD27-AS1
1672	CD27-AS1
1912	CD27-AS1
2603	CD27-AS1
1556	CD27-AS1
1094	CD27-AS1
1641	CD27-AS1
2548	CD27-AS1
792	CD27-AS1
865	CD27-AS1
467	CD27-AS1
657	CD27-AS1
3503	CD300E
570	CD300E
4809	STX6
4810	STX6
4842	STX6
434	STX6
3804	RAB37
1560	RAB37
3780	RAB37
1494	RAB37
2655	RAB37
2704	RAB37
578	RAB37
559	RAB37
950	RAB37
2528	RAB37
2858	RAB37
2613	RAB37
1653	RAB37
1654	RAB37
2195	RAB37
561	RAB37
542	LINC01732
541	LINC01732
9514	ZNF148
3769	ZNF148
3352	ZNF148
1025	ZNF148
2952	ZNF148
2949	ZNF148
2960	ZNF148
2381	ZNF148
316	ZNF148
3156	ZNF148
566	ZNF148
763	ZNF148
2613	NOP2
2736	NOP2
2751	NOP2
2701	NOP2
2650	NOP2
3038	NOP2
1002	NOP2
657	NOP2
889	NOP2
598	NOP2
894	NOP2
1080	NOP2
848	NOP2
561	NOP2
689	NOP2
572	NOP2
630	NOP2
668	NOP2
569	NOP2
508	NOP2
7911	MR1
464	MR1
1046	MR1
749	MR1
7724	MR1
1409	MR1
1365	MR1
1154	MR1
2043	MR1
883	MR1
1577	MR1
734	MR1
5789	TMED5
3847	TMED5
3959	TMED5
1296	TMED5
750	TMED5
321	RPL36AP11
770	CCDC18-AS1
321	CCDC18-AS1
413	CCDC18-AS1
489	CCDC18-AS1
773	CCDC18-AS1
1212	CCDC18-AS1
448	CCDC18-AS1
299	CCDC18-AS1
431	CCDC18-AS1
358	CCDC18-AS1
427	CCDC18-AS1
418	CCDC18-AS1
383	CCDC18-AS1
270	CCDC18-AS1
2062	CCDC18-AS1
600	CCDC18-AS1
596	CCDC18-AS1
2194	CCDC18-AS1
2056	CCDC18-AS1
1808	CCDC18-AS1
3014	CCDC18-AS1
492	CCDC18-AS1
618	CCDC18-AS1
535	CCDC18-AS1
675	CCDC18-AS1
1600	CCDC18-AS1
2871	CCDC18-AS1
2599	CCDC18-AS1
2376	CCDC18-AS1
1613	CCDC18-AS1
752	CCDC18-AS1
748	CCDC18-AS1
5382	CROCC2
5370	CROCC2
577	CROCC2
644	CROCC2
2277	PLEKHB2
4349	PLEKHB2
4177	PLEKHB2
4208	PLEKHB2
1297	PLEKHB2
600	PLEKHB2
644	PLEKHB2
1460	PLEKHB2
3812	PLEKHB2
1167	PLEKHB2
2210	PLEKHB2
2488	PLEKHB2
1444	IL12A
505	IL12A
1909	IL12A
1136	IL12A
863	IL12A
1283	IL12A
1554	CD300LF
1689	CD300LF
1709	CD300LF
1825	CD300LF
1785	CD300LF
1275	CD300LF
860	CD300LF
996	CD300LF
720	CD300LF
567	CD300LF
4867	CCDC18
542	CCDC18
4552	CCDC18
6426	CCDC18
496	CCDC18
4779	CCDC18
4752	CCDC18
541	CCDC18
1751	CCDC18
3955	CCDC18
2161	CCDC18
606	CCDC18
1445	CCDC18
687	CCDC18
2714	XXYLT1
2149	XXYLT1
746	XXYLT1
698	XXYLT1
865	XXYLT1
564	XXYLT1
582	XXYLT1
738	XXYLT1
541	XXYLT1
551	XXYLT1
565	XXYLT1
557	XXYLT1
431	XXYLT1-AS1
75	MIR3137
276	RN7SL36P
107	RNU6-25P
7093	ACAP2
573	ACAP2
1030	ACAP2
2987	ACAP2
759	ACAP2
1647	ACAP2
692	ACAP2
766	ACAP2
758	ACAP2
475	ACAP2
1802	ACAP2
561	ACAP2
235	ACAP2
700	ACAP2
578	ACAP2
3028	CHPF
2871	CHPF
2766	CHPF
3280	CHPF
2210	CHPF
1044	CHPF
565	SLC9A3R1-AS1
87	MIR3615
1993	NHERF1
841	NHERF1
1285	NHERF1
714	NHERF1
519	NHERF1
3045	CYS1
507	CYS1
3730	RAD51AP2
6857	ST6GAL2
6800	ST6GAL2
574	ST6GAL2
1657	ST6GAL2
308	ST6GAL2
1907	NAT9
1860	NAT9
1993	NAT9
1011	NAT9
799	NAT9
744	NAT9
896	NAT9
1103	NAT9
839	NAT9
583	NAT9
573	NAT9
695	NAT9
549	NAT9
611	NAT9
463	NAT9
497	NAT9
555	NAT9
545	NAT9
554	NAT9
694	NAT9
563	NAT9
394	NAT9
863	NAT9
565	NAT9
560	NAT9
584	NAT9
418	NAT9
3404	TMEM269
1294	TMEM269
3580	TMEM269
516	TMEM269
5324	MROH2A
252	MROH2A
254	MROH2A
146	MROH2A
5350	MROH2A
327	MROH2A
635	MROH2A
1146	MROH2A
650	SVBP
807	SVBP
708	SVBP
557	GORAB
944	GORAB
2579	GORAB
3275	GORAB
1699	GORAB
2400	GORAB
2100	GORAB
2111	GORAB
2382	GORAB
1778	GORAB
1398	GORAB
1773	GORAB
2467	GORAB
2814	GORAB
5085	GORAB
2540	GORAB
1683	GORAB
2233	GORAB
818	GORAB
2046	GORAB
2294	GORAB
1825	GORAB
597	GORAB
2185	GORAB
1665	GORAB
2793	GORAB
2169	GORAB
468	GORAB
690	ACAP2-IT1
367	RPL31P22
3386	PPP1R2
872	PPP1R2
889	PPP1R2
839	PPP1R2
706	PPP1R2
245	PPP1R2
1668	PPP1R2
1220	LIMS3
690	LIMS3
1580	LIMS3
626	LIMS3
2094	LIMS3
782	LIMS3
1495	MAIP1
1399	MAIP1
737	MAIP1
305	MAIP1
68	MIR3115
107	RNU6-514P
101	RNU6-135P
135	RNU6ATAC24P
252	RN7SL73P
3984	KDM1A
2797	KDM1A
5004	KDM1A
3793	KDM1A
5783	KDM1A
3710	KDM1A
3853	KDM1A
2483	KDM1A
2532	KDM1A
2673	KDM1A
3039	KDM1A
5786	KDM1A
4650	KDM1A
2736	KDM1A
2835	KDM1A
5154	KDM1A
2778	KDM1A
3099	KDM1A
2847	KDM1A
2787	KDM1A
2652	KDM1A
4254	KDM1A
2946	KDM1A
3006	KDM1A
3033	KDM1A
3085	KDM1A
525	KDM1A
3016	KDM1A
2133	KDM1A
1823	KDM1A
4653	KDM1A
4053	KDM1A
905	KDM1A
1123	KDM1A
3464	KDM1A
2810	KDM1A
474	RPL24P6
366	RPL31P64
862	APOD
950	APOD
782	APOD
681	APOD
1210	APOD
2349	DTNB
2328	DTNB
2160	DTNB
2384	DTNB
2273	DTNB
2417	DTNB
2294	DTNB
2420	DTNB
412	DTNB
2464	DTNB
2275	DTNB
1775	DTNB
865	DTNB
849	DTNB
594	DTNB
731	DTNB
567	DTNB
1988	DTNB
536	DTNB
574	DTNB
1002	DTNB
918	DTNB
826	DTNB
554	DTNB
513	DTNB
822	DTNB
565	DTNB
529	DTNB
373	DTNB
1781	TMEM104
4703	TMEM104
534	TMEM104
1740	TMEM104
380	TMEM104
4676	TMEM104
574	TMEM104
1227	PRB3
923	PRB4
709	PRB4
1680	MUC20P1
1630	ARL6
1590	ARL6
1705	ARL6
3988	ARL6
937	ARL6
851	ARL6
675	ARL6
553	ARL6
1173	PRB1
4271	GRIN2C
6516	GRIN2C
2929	GRIN2C
615	GRIN2C
1984	GRIN2C
177	LSM6P2
4235	NCKAP5L
4882	NCKAP5L
2596	NCKAP5L
1911	NCKAP5L
533	NCKAP5L
1138	LCE1B
625	LCE1A
640	LCE6A
770	SMCP
2785	PAMR1
2723	PAMR1
2801	PAMR1
2842	PAMR1
2402	PAMR1
560	PAMR1
551	PAMR1
952	PAMR1
2152	IVL
1045	CABYRP1
1997	LINC01527
432	RPS15P5
3140	ESRG
751	SPRR4
1464	BCDIN3D-AS1
3078	BCDIN3D-AS1
1994	BCDIN3D-AS1
813	BCDIN3D-AS1
468	BCDIN3D-AS1
2078	CACNA2D3-AS1
985	SPRR3
500	SPRR3
900	SPRR3
622	SPRR3
1414	LRTM1
1318	LRTM1
3226	BCDIN3D
1129	BCDIN3D
554	TMEM94
5412	TMEM94
565	TMEM94
430	TMEM94
4970	TMEM94
5012	TMEM94
5432	TMEM94
5297	TMEM94
5327	TMEM94
5387	TMEM94
564	TMEM94
522	TMEM94
581	TMEM94
484	TMEM94
545	TMEM94
4703	TMEM94
5632	TMEM94
566	TMEM94
500	TMEM94
513	TMEM94
557	TMEM94
381	TMEM94
986	TMEM94
570	TMEM94
569	TMEM94
583	TMEM94
582	TMEM94
649	TMEM94
2596	TMEM94
807	TMEM94
528	TMEM94
478	TMEM94
474	LINC02017
619	SPRR1B
331	RPL35AP28
677	SPRR2D
782	SPRR2D
800	SPRR2D
788	SPRR2D
4667	FAIM2
2094	FAIM2
1047	FAIM2
815	FAIM2
433	FAIM2
980	FAIM2
547	FAIM2
677	SPRR2A
6856	CACNA1D
5665	CACNA1D
7204	CACNA1D
9429	CACNA1D
9369	CACNA1D
6868	CACNA1D
670	CACNA1D
6441	CACNA1D
7211	CACNA1D
5673	CACNA1D
791	CACNA1D
493	CACNA1D
838	CACNA1D
216	CACNA1D
890	CACNA1D
710	CACNA1D
575	CACNA1D
3193	CACNA1D
850	CACNA1D
1830	CACNA1D
669	CACNA1D
3978	CACNA1D
1600	CACNA1D
5776	CACNA1D
1533	CACNA1D
1749	CACNA1D
4220	CACNA1D
548	CACNA1D
4181	CACNA1D
676	SPRR2B
679	SPRR2E
692	SPRR2E
675	SPRR2F
219	SPRR2C
589	SPRR2G
2546	CADM3
3739	CADM3
711	CADM3
2732	SLC39A13-AS1
2329	SLC39A13-AS1
2393	SLC39A13-AS1
2635	SLC39A13-AS1
2636	SLC39A13-AS1
2374	SLC39A13-AS1
836	SLC39A13-AS1
851	SLC39A13-AS1
1451	LINC02395
1840	LINC02395
1535	LINC02395
1439	LINC02395
1562	LINC02395
1494	LINC02395
1358	LINC02395
1406	LINC02395
1615	LINC02395
1698	LINC02395
1931	LINC02395
845	LINC02395
1448	LINC02395
1338	LINC02395
1329	LINC02395
1443	LINC02395
1313	LINC02395
1976	LINC02395
1391	LINC02395
1644	LINC02395
1873	LINC02395
848	LINC02395
1559	LINC02395
1579	LINC02395
1200	LINC02395
1123	LINC02395
1847	LINC02395
1685	LINC02395
1184	LINC02395
1328	LINC02395
1105	LINC02395
1053	LINC02395
1402	LINC02395
